,type,primary_title,original_title,premiered,runtime_minutes,genres,rating,votes
386980,tvSeries,Max's Midnight Movies Polish Edition,Max's Midnight Movies Polish Edition,2012.0,,"Horror,Sci-Fi",8.4,6
387001,tvSeries,Horror Haiku,Horror Haiku,2013.0,,"Horror,Thriller",7.3,50
387016,tvSeries,Public Domain Theatre,Public Domain Theatre,2011.0,120.0,"Comedy,Horror,Sci-Fi",4.8,6
387017,tvSeries,Bath Salts,Bath Salts,2013.0,,Horror,6.6,7
387020,tvSeries,Quick Flix,Quick Flix,2013.0,30.0,"Comedy,Drama,Horror",6.4,15
387044,tvSeries,American Horrors,American Horrors,2012.0,,Horror,8.1,19
387103,tvSeries,The Terror,The Terror,2018.0,60.0,"Adventure,Drama,Horror",7.9,44371
387116,tvSeries,Chronicles of the Dead,Chronicles of the Dead,2012.0,38.0,"Drama,Horror",6.6,20
387198,tvSeries,Veronique Von Venom: Horror Hostess Hottie,Veronique Von Venom: Horror Hostess Hottie,2012.0,,"Comedy,Fantasy,Horror",7.1,41
387260,tvSeries,Dead Road,Dead Road,2008.0,,Horror,5.0,8
387310,tvSeries,Monsters and Mysteries in America,Monsters and Mysteries in America,2013.0,,"Documentary,Horror,Mystery",7.0,379
387331,tvSeries,Zombies in Silverlake,Zombies in Silverlake,2012.0,,"Horror,Thriller",3.5,10
387382,tvSeries,Helix,Helix,2014.0,40.0,"Drama,Horror,Mystery",6.7,29614
387390,tvSeries,Nowhere Boys,Nowhere Boys,2013.0,26.0,"Adventure,Drama,Horror",7.0,2328
387408,tvSeries,The Sunday Night Slaughter,The Sunday Night Slaughter,2013.0,,Horror,7.0,14
387566,tvSeries,Ravenswood,Ravenswood,2013.0,43.0,"Drama,Horror,Mystery",6.3,9006
387598,tvSeries,Project: SERA,Project: SERA,2013.0,,"Action,Horror,Sci-Fi",6.8,198
387692,tvSeries,The Complex: Prologue,Kuroyuri danchi: Joshô,2013.0,24.0,Horror,6.3,15
387822,tvSeries,Miss Misery's Movie Massacre,Miss Misery's Movie Massacre,2012.0,,Horror,8.3,7
387860,tvSeries,My Haunted House,My Haunted House,2013.0,,Horror,7.4,764
387950,tvSeries,Vampyre Web,Vampyre Web,2013.0,,Horror,8.4,22
387966,tvSeries,"R.I.P - Recherches, Investigations, Paranormal","R.I.P - Recherches, Investigations, Paranormal",2010.0,,"Documentary,Horror,Mystery",6.6,109
388029,tvSeries,Karma's a B*tch!,Karma's a B*tch!,2013.0,,"Crime,Drama,Horror",6.8,27
388103,tvSeries,Zombie Hunters: City of the Dead,Zombie Hunters: City of the Dead,2007.0,,Horror,5.0,15
388124,tvSeries,Siberia,Siberia,2013.0,,"Adventure,Drama,Horror",7.0,3441
388192,tvSeries,Mr. Pickles,Mr. Pickles,2013.0,15.0,"Animation,Comedy,Horror",7.3,8709
388197,tvSeries,Apex,Apex,2013.0,,"Drama,Horror,Sci-Fi",6.5,14
388198,tvSeries,Amber in the Shadows,Amber in the Shadows,2013.0,276.0,Horror,7.6,68
388259,tvSeries,Salem,Salem,2014.0,60.0,"Drama,Fantasy,Horror",7.1,23803
388337,tvSeries,ZA Uprising,The Zombie Apocalypse,2013.0,30.0,"Horror,Sci-Fi",4.6,42
388405,tvSeries,I'm Still Alive,I'm Still Alive,2012.0,,Horror,7.2,5
388454,tvSeries,Locke & Key,Locke & Key,2020.0,48.0,"Drama,Fantasy,Horror",7.4,77575
388456,tvSeries,Naked and Afraid,Naked and Afraid,2013.0,43.0,"Adventure,Game-Show,Horror",6.5,4183
388626,tvSeries,UK Haunted,UK Haunted,2013.0,60.0,"Horror,Reality-TV",8.8,14
388628,tvSeries,Korean Ghost Stories,Korean Ghost Stories,2008.0,,Horror,7.1,22
388791,tvSeries,Changelings,Changelings,2013.0,13.0,"Crime,Horror,Mystery",6.1,27
388801,tvSeries,American Haunting,American Haunting,2013.0,,Horror,5.5,43
388936,tvSeries,Yami shibai,Yami shibai,2013.0,5.0,"Animation,Horror,Short",7.1,739
388949,tvSeries,Diabolik Lovers,Diabolik Lovers,2013.0,15.0,"Animation,Drama,Horror",5.0,1437
389057,tvSeries,Hellbenders,Hellbenders,2012.0,,"Animation,Comedy,Horror",8.7,431
389080,tvSeries,Paradox,Paradox,2014.0,,"Action,Adventure,Horror",6.0,221
389134,tvSeries,Toby the Vampire Slayer,Toby the Vampire Slayer,2013.0,,"Action,Fantasy,Horror",7.0,6
389201,tvSeries,True Horror Stories,Honto ni atta kowai hanashi,1999.0,,Horror,4.2,24
389209,tvSeries,Gay Nerds,Gay Nerds,2012.0,,"Comedy,Fantasy,Horror",5.7,15
389268,tvSeries,Acting Dead,Acting Dead,2016.0,,"Comedy,Drama,Horror",7.0,35
389302,tvSeries,Bennington Gothique,Bennington Gothique,2013.0,,"Drama,Horror",8.0,11
389303,tvSeries,The Master's Sun,Joogoonui Taeyang,2013.0,62.0,"Comedy,Fantasy,Horror",8.1,4762
389304,tvSeries,Who Are You,Hoo-ah-yu,2013.0,,"Fantasy,Horror,Mystery",6.7,299
389311,tvSeries,Pupa,Pupa,2014.0,,"Animation,Horror,Short",2.7,1100
389315,tvSeries,Eye Candy,Eye Candy,2015.0,60.0,"Crime,Drama,Horror",7.0,7379
389329,tvSeries,Les Jaunes,Les Jaunes,2013.0,,"Comedy,Horror",5.8,19
389340,tvSeries,The Daughter of the Ghoul Show,The Daughter of the Ghoul Show,2012.0,,"Comedy,Horror",7.6,107
389367,tvSeries,Mano Ya Na Mano,Mano Ya Na Mano,2007.0,,"Drama,Fantasy,Horror",8.5,56
389438,tvSeries,Longbox of the Damned,Longbox of the Damned,2012.0,,"Horror,Short",6.1,22
389595,tvSeries,The Returned,The Returned,2015.0,42.0,"Drama,Fantasy,Horror",7.0,11889
389601,tvSeries,Insidious: Spectral Sightings,Insidious: Spectral Sightings,2013.0,,"Horror,Short,Thriller",7.3,115
389756,tvSeries,Horror Hotel,Horror Hotel,2013.0,120.0,"Comedy,Fantasy,Horror",7.2,122
389780,tvSeries,Tujunga Horror Story,Tujunga Horror Story,2013.0,,"Crime,Horror,Romance",8.3,7
389784,tvSeries,Max En Billy's Drill Machine Girl,Max En Billy's Drill Machine Girl,2013.0,10.0,"Adventure,Comedy,Horror",7.8,16
389823,tvSeries,Vampire ang daddy ko,Vampire ang daddy ko,2013.0,60.0,"Comedy,Horror",7.6,7
389879,tvSeries,Tim and Eric's Bedtime Stories,Tim and Eric's Bedtime Stories,2013.0,11.0,"Comedy,Horror",7.7,2355
389908,tvSeries,Saturday Fright at the Movies,Saturday Fright at the Movies,1990.0,,"Comedy,Horror,Mystery",8.2,8
389914,tvSeries,Sinister,Sinister,2013.0,,"Fantasy,Horror,Mystery",6.1,14
389933,tvSeries,Vampira Returns,Vampira Returns,1956.0,,"Action,Fantasy,Horror",8.1,22
389979,tvSeries,Paranormal Encounters,Paranormal Encounters,2012.0,,"Horror,Reality-TV,Thriller",5.6,29
390076,tvSeries,Sci-Fi Harry,Sci-Fi Harry,2000.0,,"Animation,Drama,Horror",6.0,26
390132,tvSeries,Loonies,Loonies,2014.0,,"Horror,Thriller",7.6,152
390172,tvSeries,Spooked,Spooked,2014.0,,"Comedy,Horror,Sci-Fi",6.9,185
390181,tvSeries,Fuga dalla morte,Fuga dalla morte,2013.0,,"Adventure,Drama,Horror",7.3,53
390276,tvSeries,Classic Ghost Stories,Classic Ghost Stories,1986.0,,Horror,6.8,25
390390,tvSeries,Theatre Fantastique,Theatre Fantastique,2014.0,,"Drama,Fantasy,Horror",7.9,18
390401,tvSeries,Los Cuervos,Los Cuervos,1984.0,,"Drama,Horror,Mystery",7.9,17
390420,tvSeries,Horrible Night at the Movies,Horrible Night at the Movies,1989.0,90.0,"Comedy,Horror,Mystery",7.7,6
390470,tvSeries,The Last Kind,The Last Kind,2014.0,,"Drama,Horror,Sci-Fi",7.5,8
390609,tvSeries,The Sugarcube Critic,The Sugarcube Critic,2013.0,,"Comedy,Fantasy,Horror",1.6,19
390627,tvSeries,Hillbilly Horror Show,Hillbilly Horror Show,2014.0,,"Comedy,Horror",7.7,561
390747,tvSeries,Fear Force Five,Fear Force Five,2014.0,,Horror,5.8,36
390752,tvSeries,The Whispers,The Whispers,2015.0,60.0,"Drama,Horror,Mystery",7.1,10776
390799,tvSeries,Fortitude,Fortitude,2015.0,60.0,"Drama,Horror,Mystery",7.3,21478
390809,tvSeries,Partially Devoured Movies,Partially Devoured Movies,2012.0,22.0,Horror,1.7,74
390842,tvSeries,Bloodbath and Beyond,Bloodbath and Beyond,2013.0,,"Comedy,Horror,Talk-Show",6.2,190
390934,tvSeries,3 Cortes,3 Cortes,2006.0,54.0,Horror,6.0,24
390980,tvSeries,Incredible Tales,Incredible Tales,2004.0,23.0,"Drama,Horror",7.1,12
390996,tvSeries,Horror Hotel: The Webseries,Horror Hotel: The Webseries,2013.0,,Horror,7.0,77
391082,tvSeries,Cryptid: The Swamp Beast,Cryptid: The Swamp Beast,2014.0,,"Horror,Mystery",6.0,211
391233,tvSeries,Oo yek freshteh bood,Oo yek freshteh bood,2005.0,,Horror,4.9,260
391295,tvSeries,Morgus the Magnificent,Morgus the Magnificent,2003.0,,"Comedy,Fantasy,Horror",8.7,7
391332,tvSeries,Judas Goat,Judas Goat,2014.0,,"Drama,Fantasy,Horror",8.0,55
391453,tvSeries,Spasite nashi dushi,Spasite nashi dushi,2008.0,,"Adventure,Horror,Mystery",5.9,37
391549,tvSeries,Narges,Narges,2006.0,,"Crime,Drama,Horror",4.5,202
391569,tvSeries,Bhoot Aaya,Bhoot Aaya,2013.0,,Horror,4.8,16
391586,tvSeries,Paradise University,Paradise University,2014.0,,Horror,9.2,7
391623,tvSeries,The Grey Matter Archives,The Grey Matter Archives,2016.0,,"Fantasy,Horror,Sci-Fi",7.4,6
391647,tvSeries,Pale Moonlight Theater,Pale Moonlight Theater,2013.0,,"Comedy,Horror,Mystery",7.7,11
391661,tvSeries,The Big Chuck and Lil' John Show,The Big Chuck and Lil' John Show,1979.0,,"Comedy,Fantasy,Horror",8.7,61
391722,tvSeries,Fear,Fear,2014.0,,Horror,5.6,5
391726,tvSeries,Cinelab,Cinelab,2014.0,,"Action,Documentary,Horror",8.8,38
391863,tvSeries,Watch These Films,Watch These Films,2012.0,,Horror,8.2,6
391991,tvSeries,Rapture,Rapture,2017.0,,"Horror,Mystery,Sci-Fi",5.4,11
392027,tvSeries,Skypocalypse,Skypocalypse,2011.0,,"Comedy,Drama,Horror",7.1,29
392045,tvSeries,Fear the Walking Dead,Fear the Walking Dead,2015.0,44.0,"Drama,Horror,Sci-Fi",6.8,128627
392365,tvSeries,Doc Mock's Movie Mausoleum,Doc Mock's Movie Mausoleum,2009.0,,"Comedy,Fantasy,Horror",7.8,6
392415,tvSeries,The Secret Liars,The Secret Liars,2014.0,5.0,"Drama,Horror,Mystery",6.1,58
392435,tvSeries,The Nephilim Chronicles,The Nephilim Chronicles,2014.0,21.0,"Fantasy,Horror",5.2,8
392606,tvSeries,Down to Film,Down to Film,2012.0,30.0,"Comedy,Horror,Sci-Fi",8.1,7
392695,tvSeries,Terra Formars,Terra Formars,2014.0,,"Action,Animation,Horror",6.4,1162
392711,tvSeries,Spine Chillers,Spine Chillers,2013.0,15.0,"Comedy,Drama,Horror",7.6,13
392835,tvSeries,Wight Space,Wight Space,2016.0,,"Horror,Sci-Fi",2.4,37
392974,tvSeries,House on the Hill,House on the Hill,2014.0,,Horror,6.8,6
393060,tvSeries,20 Seconds to Live,20 Seconds to Live,2015.0,,"Comedy,Horror",8.3,34
393090,tvSeries,"Frankenstein, MD","Frankenstein, MD",2014.0,5.0,"Comedy,Horror,Sci-Fi",7.3,132
393102,tvSeries,The Haunted Amityville Tapes,The Haunted Amityville Tapes,2011.0,,Horror,7.0,7
393153,tvSeries,Clairvoyance the Ellis Files,Clairvoyance the Ellis Files,2015.0,55.0,"Horror,Mystery,Sci-Fi",8.6,10
393245,tvSeries,True Blood: Jessica's Blog,True Blood: Jessica's Blog,2010.0,4.0,"Drama,Fantasy,Horror",7.4,142
393258,tvSeries,Chernobyl: Zone of Exclusion,Chernobyl: Zona otchuzhdeniya,2014.0,48.0,"Crime,Drama,Horror",7.3,957
393276,tvSeries,Pavel Hall,Pavel Hall,2012.0,7.0,"Horror,Mystery,Thriller",9.0,6
393349,tvSeries,A Horrorshow,A Horrorshow,2014.0,,Horror,7.0,5
393360,tvSeries,Flickers!,Flickers!,2014.0,2.0,"Animation,Comedy,Horror",8.4,113
393440,tvSeries,The Undead Noire,The Undead Noire,2014.0,6.0,"Crime,Drama,Horror",7.1,21
393444,tvSeries,The Dead Diaries,The Dead Diaries,2014.0,,"Horror,Short",7.0,11
393456,tvSeries,Shock Theater,Shock Theater,1979.0,,"Horror,News",7.7,11
393507,tvSeries,Freak Out,Freak Out,2014.0,30.0,"Comedy,Horror,Thriller",7.6,41
393532,tvSeries,Twin Peaks,Twin Peaks,2017.0,60.0,"Crime,Drama,Horror",8.5,66659
393581,tvSeries,Bloodworks,Bloodworks,2014.0,,"Biography,Comedy,Horror",7.5,17
393611,tvSeries,Alfred Alfer,Alfred Alfer,2006.0,,"Animation,Comedy,Horror",7.8,28
393653,tvSeries,13 Nights of Elvira,13 Nights of Elvira,2014.0,92.0,Horror,7.7,282
393707,tvSeries,TerrorVision,TerrorVision,1988.0,10.0,"Drama,Fantasy,Horror",6.6,20
393746,tvSeries,Scream Queens,Scream Queens,2015.0,45.0,"Comedy,Horror,Mystery",7.1,40795
393764,tvSeries,South of Hell,South of Hell,2015.0,60.0,"Drama,Fantasy,Horror",5.1,1590
393819,tvSeries,Dead Crossroads: The Forbidden Files,Dead Crossroads: The Forbidden Files,2015.0,,Horror,7.5,144
393960,tvSeries,Glitch,Glitch,2015.0,45.0,"Drama,Horror,Sci-Fi",7.2,18086
394136,tvSeries,Outcast,Outcast,2016.0,60.0,"Drama,Horror",7.3,18621
394157,tvSeries,Lenda Urbana,Lenda Urbana,2013.0,,Horror,7.6,8
394181,tvSeries,Phobia,Phobia,2013.0,,"Horror,Short,Thriller",8.2,14
394186,tvSeries,Ischidados,Ischidados,2014.0,,Horror,8.0,10
394194,tvSeries,Cannibal Girl,Cannibal Girl,2014.0,10.0,"Comedy,Horror",7.4,10
394216,tvSeries,Haunted Hollywood,Haunted Hollywood,1986.0,,"Documentary,Fantasy,Horror",8.3,10
394292,tvSeries,#1MinuteNightmare,#1MinuteNightmare,2014.0,1.0,Horror,7.1,17
394379,tvSeries,Trial of Leaves,Trial of Leaves,2013.0,,Horror,8.0,6
394555,tvSeries,Damien,Damien,2016.0,60.0,"Drama,Horror,Mystery",6.8,7973
394613,tvSeries,Gary Saves the Graveyard,Gary Saves the Graveyard,2014.0,48.0,"Comedy,Fantasy,Horror",7.9,13
394635,tvSeries,Paranormal Survivor,Paranormal Survivor,2015.0,41.0,"Documentary,Horror",6.2,618
394688,tvSeries,How to Survive the Zombie Apocalypse,How to Survive the Zombie Apocalypse,2015.0,,"Drama,Horror",5.4,20
394699,tvSeries,Surviving the Undead,Surviving the Undead,2015.0,,Horror,4.2,13
394737,tvSeries,Two Line Terrors,Two Line Terrors,2014.0,,Horror,9.0,5
394759,tvSeries,Providence an American Thriller,Providence an American Thriller,2015.0,,Horror,8.4,8
394781,tvSeries,Unnerving,Unnerving,2015.0,20.0,Horror,9.2,22
394788,tvSeries,Divergence Eve: Misaki Chronicles,Daibajensu ivu: Misaki kuronikuru,2004.0,24.0,"Animation,Drama,Horror",6.5,22
394807,tvSeries,The Great Dying,The Great Dying,2010.0,,"Drama,Horror,Sci-Fi",6.0,25
394974,tvSeries,The Killer & I,The Killer & I,2015.0,10.0,"Crime,Drama,Horror",8.5,15
395024,tvSeries,Nature,Nature,2015.0,21.0,"Drama,Horror,Mystery",6.4,24
395030,tvSeries,GG13: The Haunted World of Claire Wilmenson,GG13: The Haunted World of Claire Wilmenson,2013.0,30.0,"Comedy,Horror,Reality-TV",8.6,26
395093,tvSeries,Horror Mythen und Legenden,Horror Mythen und Legenden,2013.0,,Horror,6.9,19
395094,tvSeries,Wolf Creek,Wolf Creek,2016.0,45.0,"Adventure,Drama,Horror",7.1,5080
395127,tvSeries,Fear of My Flesh,Fear of My Flesh,2015.0,,Horror,8.3,14
395128,tvSeries,Sonnigsburg,Sonnigsburg,2016.0,,"Drama,Horror",5.9,35
395179,tvSeries,Horse Mask,Horse Mask,2015.0,8.0,Horror,7.0,15
395182,tvSeries,Last Fan Standing,Last Fan Standing,2015.0,,"Fantasy,Game-Show,Horror",7.3,40
395269,tvSeries,The Hitch-Hiker,The Hitch-Hiker,2015.0,,"Drama,Horror,Sci-Fi",3.7,8
395309,tvSeries,Rvth: Genesis,Rvth: Genesis,2015.0,,"Drama,Horror,Mystery",6.6,10
395342,tvSeries,Sons of Liars,Sons of Liars,2015.0,,"Horror,Mystery",8.0,6
395372,tvSeries,Tales of the Dim,Tales of the Dim,2015.0,,"Animation,Horror",6.4,6
395510,tvSeries,The Undead,The Undead,2015.0,12.0,"Action,Horror",7.5,36
395533,tvSeries,The Anomalyst,The Anomalyst,2020.0,,"Action,Horror,Mystery",3.2,24
395572,tvSeries,Stranger Things,Stranger Things,2016.0,51.0,"Drama,Fantasy,Horror",8.7,1120977
395743,tvSeries,Still,Still,2014.0,22.0,Horror,7.4,9
395999,tvSeries,I Was Possessed,I Was Possessed,2015.0,,"Documentary,Drama,Horror",5.7,27
396002,tvSeries,Slasher,Slasher,2016.0,60.0,"Crime,Drama,Horror",6.7,14416
396004,tvSeries,1 Minute Horror,1 Minute Horror,2015.0,1.0,Horror,6.7,34
396066,tvSeries,The Possessed,La Poseída,2015.0,60.0,"Drama,Fantasy,Horror",7.6,19
396110,tvSeries,Dead Nightmare,Dead Nightmare,2015.0,,Horror,4.3,23
396136,tvSeries,Nightmare Theater,Nightmare Theater,1962.0,,"Comedy,Drama,Horror",8.7,17
396139,tvSeries,The Sin Reapers,The Sin Reapers,2015.0,,"Fantasy,Horror,Romance",8.4,23
396219,tvSeries,Acri Creature Feature,Acri Creature Feature,1969.0,,Horror,7.7,8
396243,tvSeries,Shock,Shock,1958.0,,"Comedy,Horror,Mystery",5.8,9
396244,tvSeries,Movies at Midnight,Movies at Midnight,1954.0,,Horror,6.2,7
396283,tvSeries,Dead Town,Dead Town,2015.0,,"Comedy,Horror",7.9,25
396339,tvSeries,Nightmare Theatre,Nightmare Theatre,1969.0,,"Comedy,Fantasy,Horror",7.2,7
396344,tvSeries,Shock Theater,Shock Theater,1971.0,,"Drama,Fantasy,Horror",7.8,8
396385,tvSeries,Creature Feature,Creature Feature,1976.0,,Horror,7.3,8
396396,tvSeries,Late Movie 18,Late Movie 18,1979.0,,"Drama,Fantasy,Horror",7.4,6
396419,tvSeries,Kurayami Santa,Kurayami Santa,2015.0,3.0,"Adventure,Animation,Horror",6.5,12
396451,tvSeries,Lenny's Inferno,Lenny's Inferno,1969.0,,Horror,7.8,8
396455,tvSeries,Filthy Preppy Teen$,Filthy Preppy Teen$,2016.0,,"Comedy,Horror",7.4,35
396463,tvSeries,Eerie Street,Eerie Street,1971.0,,"Comedy,Horror,Mystery",6.8,10
396464,tvSeries,TJ and the All Night Theatre,TJ and the All Night Theatre,1977.0,,Horror,7.8,7
396466,tvSeries,Creature Feature,Creature Feature,1982.0,,Horror,7.3,11
396478,tvSeries,Hellevator,Hellevator,2015.0,43.0,"Game-Show,Horror",5.9,473
396499,tvSeries,Battle of the Psychics,Bitva ekstrasensov,2007.0,48.0,"Horror,Reality-TV,Sci-Fi",4.3,233
396503,tvSeries,Naked and Afraid XL,Naked and Afraid XL,2015.0,42.0,"Adventure,Game-Show,Horror",7.2,1544
396508,tvSeries,Reaper Tales,Reaper Tales,2015.0,,"Drama,Horror,Mystery",7.3,17
396562,tvSeries,Nightmares,Nightmares,2015.0,,Horror,5.4,14
396572,tvSeries,Dr. Terror's Vault of Horror,Dr. Terror's Vault of Horror,1993.0,,"Drama,Fantasy,Horror",8.2,8
396591,tvSeries,Fear Files: Har Mod Pe Darr,Fear Files: Har Mod Pe Darr,2015.0,,Horror,5.8,42
396624,tvSeries,Horrified,Horrified,2015.0,,"Biography,Comedy,Horror",7.3,31
396629,tvSeries,Sleepy Hollow Theater,Sleepy Hollow Theater,2008.0,,Horror,6.6,6
396724,tvSeries,Scary Endings,Scary Endings,2015.0,,"Horror,Mystery,Short",7.6,83
396753,tvSeries,USA Saturday Nightmares,USA Saturday Nightmares,1986.0,,"Fantasy,Horror,Mystery",8.6,11
396795,tvSeries,Voces anónimas,Voces anónimas,2006.0,60.0,"Documentary,Horror,Mystery",8.6,24
396850,tvSeries,BrainDead,BrainDead,2016.0,44.0,"Comedy,Drama,Horror",8.0,11272
396964,tvSeries,Anhonee,Anhonee,1997.0,,"Drama,Horror,Mystery",8.5,11
397034,tvSeries,My Dating Profile,My Dating Profile,2015.0,,"Adventure,Documentary,Horror",4.0,6
397036,tvSeries,The Living and the Dead,The Living and the Dead,2016.0,60.0,"Drama,Horror,Thriller",7.3,3603
397069,tvSeries,Vedro,Vedro,2013.0,30.0,"Comedy,Horror,Sci-Fi",3.7,40
397082,tvSeries,Clear Lakes 44,Clear Lakes 44,2015.0,1.0,"Horror,Mystery,Thriller",6.5,59
397185,tvSeries,Choose Their Kill,Choose Their Kill,2015.0,,Horror,8.4,5
397266,tvSeries,Lord Blood-Rah's Nerve Wrackin' Theatre,Lord Blood-Rah's Nerve Wrackin' Theatre,2013.0,,Horror,8.5,11
397268,tvSeries,Apparitions,Apparitions,2020.0,,"Documentary,Horror,Mystery",6.2,14
397278,tvSeries,Virtual Morality,Virtual Morality,2015.0,,"Comedy,Horror,Thriller",8.1,38
397289,tvSeries,The Witching Season,The Witching Season,2015.0,,Horror,5.6,357
397292,tvSeries,13th Hour,13th Hour,1958.0,,Horror,5.4,8
397332,tvSeries,Suspense,Suspense,2014.0,30.0,Horror,8.1,59
397384,tvSeries,The Mummy and the Monkey,The Mummy and the Monkey,2015.0,,Horror,8.6,94
397435,tvSeries,Lola Calamidades,Lola Calamidades,1987.0,,"Drama,Horror,Thriller",6.8,5
397473,tvSeries,Survival Zombie La Serie,Survival Zombie La Serie,2014.0,,"Action,Comedy,Horror",7.0,9
397484,tvSeries,Alex Fernandez's Dawn,Alex Fernandez's Dawn,2015.0,,Horror,9.0,5
397500,tvSeries,ThirTEEN Terrors,Phuean Hian.. Rongrian Lon,2014.0,,"Horror,Mystery,Thriller",6.8,300
397505,tvSeries,True Nightmares,True Nightmares,2015.0,,"History,Horror,Mystery",8.2,303
397551,tvSeries,Chapters of Horror,Chapters of Horror,2015.0,,Horror,8.0,21
397585,tvSeries,Half Minute Horror,Half Minute Horror,2014.0,,Horror,7.7,9
397604,tvSeries,When the Night Falls,When the Night Falls,2016.0,33.0,Horror,6.9,10
397620,tvSeries,The Waiter,The Waiter,2014.0,,"Comedy,Horror",8.8,19
397627,tvSeries,Familjen Rysberg,Familjen Rysberg,2015.0,28.0,"Comedy,Horror",7.3,40
397631,tvSeries,Surviving...,Surviving...,2015.0,15.0,"Drama,Horror,Sci-Fi",7.6,14
397814,tvSeries,The Fear,The Fear,2015.0,,Horror,6.9,23
397827,tvSeries,Tales of Horror,Tales of Horror,2015.0,,Horror,5.4,5
397842,tvSeries,The Fourth Door,The Fourth Door,2015.0,,"Adventure,Horror,Sci-Fi",7.4,24
397874,tvSeries,Dark Corners Horror Anthology,Dark Corners Horror Anthology,2015.0,,Horror,5.9,10
397893,tvSeries,First Time,First Time,2015.0,,"Drama,Horror,Mystery",6.5,6
398002,tvSeries,"Neon Joe, Werewolf Hunter","Neon Joe, Werewolf Hunter",2015.0,22.0,"Comedy,Horror,Sci-Fi",7.1,914
398031,tvSeries,Dross Dark Tales of Terror,Dross Dark Tales of Terror,2015.0,,Horror,7.6,72
398076,tvSeries,Sleazy Pictures After Dark,Sleazy Pictures After Dark,2015.0,,"Comedy,Drama,Horror",8.4,11
398085,tvSeries,Noseybonk Returns,Noseybonk Returns,2008.0,1.0,"Comedy,Horror",5.8,11
398089,tvSeries,NOS4A2,NOS4A2,2019.0,60.0,"Drama,Fantasy,Horror",6.6,9192
398099,tvSeries,#15SecondScare,#15SecondScare,2015.0,1.0,"Horror,Short,Thriller",5.2,55
398126,tvSeries,Killer University,Killer University,2016.0,,"Comedy,Horror",7.9,9
398135,tvSeries,Or So the Story Goes,Or So the Story Goes,2013.0,15.0,"Drama,Fantasy,Horror",8.2,38
398171,tvSeries,Dead of Summer,Dead of Summer,2016.0,60.0,"Drama,Fantasy,Horror",6.1,4637
398195,tvSeries,Spookerbillies,Spookerbillies,2015.0,,"Comedy,Horror,Sci-Fi",7.0,5
398203,tvSeries,Mystery 6,Mystery 6,2006.0,,"Comedy,Crime,Horror",6.6,10
398243,tvSeries,Troma's Monster Kill,Troma's Monster Kill,2016.0,,"Comedy,Horror",6.3,8
398328,tvSeries,Il fascino dell'insolito,Il fascino dell'insolito,1980.0,,"Fantasy,Horror,Sci-Fi",6.6,10
398381,tvSeries,So Dark,So Dark,2016.0,,Horror,7.6,148
398420,tvSeries,31 Days of Horror,31 Days of Horror,2013.0,,"Documentary,Horror",8.3,6
398539,tvSeries,Dareecha,Dareecha,2011.0,20.0,"Drama,Horror",7.2,5
398577,tvSeries,13 Stories TV Originals,13 Stories TV Originals,2016.0,,Horror,7.6,10
398668,tvSeries,Age of the Living Dead,Age of the Living Dead,2018.0,60.0,"Action,Horror,Sci-Fi",4.6,754
398753,tvSeries,By Night,By Night,2016.0,,"Drama,Horror,Mystery",6.1,59
398797,tvSeries,The Exorcist,The Exorcist,2016.0,45.0,"Drama,Horror,Mystery",7.9,28518
398808,tvSeries,World War XXX,World War XXX,2014.0,30.0,"Action,Adult,Horror",6.9,22
398809,tvSeries,The Homicidal Homemaker,The Homicidal Homemaker,2016.0,,Horror,8.8,24
398824,tvSeries,Ölümün gözleri,Ölümün gözleri,2016.0,,Horror,6.5,16
