,type,primary_title,original_title,premiered,runtime_minutes,genres,rating,votes
14701,movie,The Uninvited,The Uninvited,1944.0,99.0,"Fantasy,Horror,Mystery",7.2,11145
14717,movie,Voodoo Man,Voodoo Man,1944.0,62.0,"Crime,Drama,Horror",5.2,1018
14725,movie,Weird Woman,Weird Woman,1944.0,63.0,"Horror,Mystery",6.2,1002
14794,movie,The Body Snatcher,The Body Snatcher,1945.0,78.0,"Horror,Thriller",7.3,9236
14857,movie,Dead of Night,Dead of Night,1945.0,103.0,"Drama,Horror",7.6,12703
14907,movie,Fog Island,Fog Island,1945.0,72.0,"Drama,Horror,Mystery",5.2,833
14916,movie,The Frozen Ghost,The Frozen Ghost,1945.0,61.0,"Horror,Mystery,Romance",5.8,1005
14967,movie,House of Dracula,House of Dracula,1945.0,67.0,"Fantasy,Horror,Sci-Fi",5.7,5460
14989,movie,Isle of the Dead,Isle of the Dead,1945.0,71.0,"Drama,Horror,Mystery",6.5,4665
15001,movie,The Jungle Captive,The Jungle Captive,1945.0,63.0,"Horror,Sci-Fi",5.1,389
15106,movie,The Phantom Speaks,The Phantom Speaks,1945.0,69.0,"Action,Crime,Horror",5.7,175
15109,movie,The Picture of Dorian Gray,The Picture of Dorian Gray,1945.0,110.0,"Drama,Fantasy,Horror",7.5,13177
15110,movie,Pillow of Death,Pillow of Death,1945.0,66.0,"Drama,Film-Noir,Horror",6.0,678
15145,movie,The Ambassador of Hell,Safeer gohannam,1945.0,121.0,"Drama,Horror,Thriller",7.1,112
15202,movie,Strange Confession,Strange Confession,1945.0,62.0,"Crime,Drama,Horror",6.6,625
15207,movie,Strangler of the Swamp,Strangler of the Swamp,1946.0,59.0,"Drama,Fantasy,Horror",6.1,632
15265,movie,The Vampire's Ghost,The Vampire's Ghost,1945.0,59.0,"Action,Horror,Romance",5.9,490
15294,movie,Woman Who Came Back,Woman Who Came Back,1945.0,68.0,"Horror,Mystery",5.9,342
15302,movie,Zombies on Broadway,Zombies on Broadway,1945.0,69.0,"Comedy,Fantasy,Horror",5.2,816
15342,movie,The Beast with Five Fingers,The Beast with Five Fingers,1946.0,88.0,"Horror,Mystery",6.5,2742
15347,movie,Bedlam,Bedlam,1946.0,79.0,"Drama,Horror,Thriller",6.8,4036
15379,movie,The Brute Man,The Brute Man,1946.0,58.0,"Drama,Horror,Thriller",4.3,1417
15392,movie,The Catman of Paris,The Catman of Paris,1946.0,65.0,"Fantasy,Horror,Mystery",5.4,269
15420,movie,Strangler's Morgue,The Curse of the Wraydons,1946.0,100.0,"Drama,Horror",4.7,131
15446,movie,Devil Bat's Daughter,Devil Bat's Daughter,1946.0,67.0,Horror,4.4,237
15480,movie,The Face of Marble,The Face of Marble,1946.0,72.0,Horror,4.9,351
15491,movie,The Flying Serpent,The Flying Serpent,1946.0,59.0,Horror,4.8,491
15553,movie,House of Horrors,House of Horrors,1946.0,65.0,"Adventure,Crime,Horror",6.1,1053
15782,movie,She-Wolf of London,She-Wolf of London,1946.0,61.0,"Crime,Horror,Mystery",5.2,2699
15812,movie,The Spider Woman Strikes Back,The Spider Woman Strikes Back,1946.0,59.0,"Drama,Horror,Thriller",5.8,307
15813,movie,The Spiral Staircase,The Spiral Staircase,1946.0,83.0,"Drama,Horror,Mystery",7.3,10125
15888,movie,Valley of the Zombies,Valley of the Zombies,1946.0,56.0,"Action,Drama,Horror",5.2,339
15915,movie,...och efter skymning kommer mörker,...och efter skymning kommer mörker,1947.0,85.0,"Crime,Drama,Horror",6.0,33
16177,movie,The Inheritance,Uncle Silas,1947.0,103.0,"Drama,Horror,Mystery",6.7,759
16299,movie,The Ghost of Rashmon Hall,Night Comes Too Soon,1948.0,52.0,Horror,5.1,140
16461,movie,Things Happen at Night,Things Happen at Night,1948.0,79.0,"Comedy,Horror",4.6,202
16678,movie,The Creeper,The Creeper,1948.0,64.0,"Adventure,Horror",4.9,242
16691,movie,Daughter of Darkness,Daughter of Darkness,1948.0,91.0,"Crime,Drama,Horror",6.6,303
16782,movie,Horror Maniacs,The Greed of William Hart,1948.0,80.0,"Drama,Horror",5.1,196
16816,movie,House of Darkness,House of Darkness,1948.0,77.0,Horror,5.3,157
16830,movie,Inner Sanctum,Inner Sanctum,1948.0,62.0,"Film-Noir,Horror,Mystery",6.0,1017
16834,movie,The Invisible Man Appears,Tômei ningen arawaru,1949.0,82.0,"Horror,Sci-Fi",6.0,192
17080,movie,The Amazing Mr. X,The Amazing Mr. X,1948.0,78.0,"Film-Noir,Horror,Thriller",6.4,1848
17148,movie,Unknown Island,Unknown Island,1948.0,75.0,"Adventure,Horror,Romance",5.0,675
17198,movie,Bud Abbott Lou Costello Meet the Killer Boris Karloff,"Abbott and Costello Meet the Killer, Boris Karloff",1949.0,84.0,"Comedy,Crime,Horror",6.8,3936
17579,movie,Mahal,Mahal,1949.0,165.0,"Drama,Horror,Mystery",6.9,444
17602,movie,Master Minds,Master Minds,1949.0,64.0,"Comedy,Family,Horror",6.1,380
17638,movie,Nijiotoko,Nijiotoko,1949.0,81.0,"Action,Fantasy,Horror",5.7,66
17697,movie,The Queen of Spades,The Queen of Spades,1949.0,95.0,"Drama,Fantasy,Horror",7.2,1882
17902,movie,Ghost of Yotsuya,Yotsuya kaidan,1949.0,85.0,Horror,7.1,189
17954,movie,Barbe-Bleue,Barbe-Bleue,1951.0,99.0,"Comedy,Fantasy,Horror",5.9,66
18114,movie,The Dungeon of Harrow,The Dungeon of Harrow,1962.0,86.0,Horror,3.4,568
18206,movie,Hay muertos que no hacen ruido,Hay muertos que no hacen ruido,1946.0,,"Comedy,Horror,Mystery",6.9,45
18744,movie,Bride of the Gorilla,Bride of the Gorilla,1951.0,70.0,Horror,4.4,1290
18845,movie,The Strange Case of the Man and the Beast,El extraño caso del hombre y la bestia,1951.0,80.0,"Horror,Sci-Fi",6.6,61
18864,movie,Five,Five,1951.0,93.0,"Drama,Horror,Sci-Fi",6.3,1340
18947,movie,El hombre sin rostro,El hombre sin rostro,1950.0,91.0,"Horror,Mystery,Thriller",7.0,155
19051,movie,The Man from Planet X,The Man from Planet X,1951.0,71.0,"Horror,Romance,Sci-Fi",5.7,2791
19259,movie,The Son of Dr. Jekyll,The Son of Dr. Jekyll,1951.0,78.0,"Crime,Horror,Romance",4.9,323
19271,movie,The Strange Door,The Strange Door,1951.0,81.0,"Horror,Thriller",6.3,1070
19302,movie,The Thing from Another World,The Thing from Another World,1951.0,87.0,"Horror,Sci-Fi",7.1,29974
19415,movie,Alraune,Alraune,1952.0,92.0,"Horror,Sci-Fi",5.9,366
19466,movie,Bela Lugosi Meets a Brooklyn Gorilla,Bela Lugosi Meets a Brooklyn Gorilla,1952.0,74.0,"Comedy,Horror,Sci-Fi",3.7,2473
19480,movie,The Black Castle,The Black Castle,1952.0,82.0,"Adventure,Horror,Mystery",6.3,1400
19652,movie,Ghost Ship,Ghost Ship,1952.0,74.0,Horror,5.3,696
19848,movie,Vampire Over London,Mother Riley Meets the Vampire,1952.0,74.0,"Comedy,Horror",3.8,891
20113,movie,The White Reindeer,Valkoinen peura,1952.0,74.0,"Drama,Fantasy,Horror",7.0,1821
20181,movie,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953.0,76.0,"Comedy,Horror,Mystery",6.4,4658
20241,movie,"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms",1953.0,80.0,"Horror,Sci-Fi",6.6,7949
20298,movie,The Knight of the Night,Le chevalier de la nuit,1953.0,88.0,"Horror,Romance",5.6,39
20353,movie,Donovan's Brain,Donovan's Brain,1953.0,84.0,"Horror,Sci-Fi",5.9,1554
20491,movie,House of Wax,House of Wax,1953.0,88.0,Horror,7.0,18220
20513,movie,Invaders from Mars,Invaders from Mars,1953.0,78.0,"Horror,Sci-Fi",6.3,7968
20516,movie,It Came from Outer Space,It Came from Outer Space,1953.0,81.0,"Horror,Sci-Fi",6.5,9610
20598,movie,The Magnetic Monster,The Magnetic Monster,1953.0,76.0,"Horror,Sci-Fi",5.8,1518
20626,movie,The Maze,The Maze,1953.0,80.0,"Drama,Fantasy,Horror",5.9,1088
20633,movie,Mesa of Lost Women,Mesa of Lost Women,1953.0,70.0,"Horror,Sci-Fi",2.7,1707
20648,movie,El Monstruo Resucitado,El monstruo resucitado,1953.0,85.0,"Horror,Sci-Fi",5.9,120
20667,movie,The Neanderthal Man,The Neanderthal Man,1953.0,78.0,"Horror,Sci-Fi",4.4,634
20714,movie,Phantom from Space,Phantom from Space,1953.0,73.0,"Horror,Sci-Fi",4.1,1347
20758,movie,Robot Monster,Robot Monster,1953.0,66.0,"Comedy,Family,Horror",2.9,5044
20785,movie,Scared Stiff,Scared Stiff,1953.0,108.0,"Comedy,Horror,Musical",6.4,1925
21105,movie,The Bowery Boys Meet the Monsters,The Bowery Boys Meet the Monsters,1954.0,65.0,"Comedy,Horror,Sci-Fi",6.0,693
21111,movie,The Witch,La bruja,1954.0,90.0,"Drama,Fantasy,Horror",6.7,108
21154,movie,Creature from the Black Lagoon,Creature from the Black Lagoon,1954.0,79.0,"Horror,Sci-Fi",6.9,30204
21181,movie,Devil Girl from Mars,Devil Girl from Mars,1954.0,77.0,"Horror,Sci-Fi",4.9,1561
21184,movie,Diabolique,Les diaboliques,1955.0,117.0,"Crime,Drama,Horror",8.1,65713
21221,movie,El fantasma de la casa roja,El fantasma de la casa roja,1956.0,91.0,"Comedy,Horror,Mystery",5.0,66
21272,movie,Gog,Gog,1954.0,83.0,"Drama,Horror,Romance",5.4,1448
21273,movie,Godzilla,Gojira,1954.0,96.0,"Horror,Sci-Fi",7.5,33827
21275,movie,The Golden Mistress,The Golden Mistress,1954.0,83.0,"Adventure,Horror",5.4,102
21356,movie,Killers from Space,Killers from Space,1954.0,71.0,"Horror,Mystery,Sci-Fi",3.4,2336
21396,movie,The Mad Magician,The Mad Magician,1954.0,72.0,"Horror,Mystery,Thriller",6.5,1797
21430,movie,Monster from the Ocean Floor,Monster from the Ocean Floor,1954.0,64.0,"Horror,Sci-Fi",3.8,793
21431,movie,El monstruo en la sombra,El monstruo en la sombra,1955.0,92.0,Horror,6.1,14
21506,movie,Phantom of the Rue Morgue,Phantom of the Rue Morgue,1954.0,83.0,"Crime,Horror,Mystery",5.9,994
21609,movie,Serpent Island,Serpent Island,1954.0,62.0,"Adventure,Drama,Horror",3.6,104
21637,movie,The Snow Creature,The Snow Creature,1954.0,69.0,"Horror,Sci-Fi",3.3,1100
21670,movie,Target Earth,Target Earth,1954.0,75.0,"Horror,Sci-Fi",5.6,1247
21681,movie,Them!,Them!,1954.0,94.0,"Horror,Sci-Fi",7.2,22070
21685,movie,This Island Earth,This Island Earth,1955.0,86.0,"Horror,Mystery,Sci-Fi",5.9,9825
21861,movie,Bride of the Monster,Bride of the Monster,1955.0,69.0,"Horror,Sci-Fi",4.1,7191
21910,movie,Creature with the Atom Brain,Creature with the Atom Brain,1955.0,69.0,"Crime,Horror,Sci-Fi",5.5,1335
21914,movie,Cult of the Cobra,Cult of the Cobra,1955.0,82.0,"Fantasy,Horror",5.7,1359
21921,movie,Dementia,Dementia,1955.0,56.0,"Film-Noir,Horror,Mystery",6.7,2243
22038,movie,Godzilla Raids Again,Gojira no gyakushû,1955.0,82.0,"Action,Horror,Sci-Fi",5.8,6917
22102,movie,It Came from Beneath the Sea,It Came from Beneath the Sea,1955.0,79.0,"Horror,Sci-Fi",5.9,5688
22121,movie,Jû jin yuki otoko,Jû jin yuki otoko,1955.0,94.0,"Horror,Sci-Fi",5.6,252
22366,movie,Revenge of the Creature,Revenge of the Creature,1955.0,82.0,"Horror,Sci-Fi",5.6,6289
22472,movie,Tarantula,Tarantula,1955.0,80.0,"Horror,Sci-Fi",6.4,9774
22590,movie,Alias John Preston,Alias John Preston,1955.0,66.0,"Horror,Mystery,Romance",5.6,199
22617,movie,The Bad Seed,The Bad Seed,1956.0,129.0,"Drama,Horror,Thriller",7.4,14350
22627,movie,The Beast with a Million Eyes,The Beast with a Million Eyes,1955.0,75.0,"Horror,Sci-Fi",3.7,1572
22628,movie,The Beast of Hollow Mountain,The Beast of Hollow Mountain,1956.0,79.0,"Horror,Romance,Sci-Fi",4.1,1724
22646,movie,The Black Sleep,The Black Sleep,1956.0,82.0,"Horror,Sci-Fi",6.0,1858
22711,movie,The Creature Walks Among Us,The Creature Walks Among Us,1956.0,78.0,"Horror,Sci-Fi",5.6,3542
22721,movie,"Curucu, Beast of the Amazon","Curucu, Beast of the Amazon",1956.0,76.0,"Adventure,Horror",3.8,312
22730,movie,Day the World Ended,Day the World Ended,1955.0,79.0,"Horror,Sci-Fi",5.4,2300
22764,movie,Earth vs. the Flying Saucers,Earth vs. the Flying Saucers,1956.0,83.0,"Action,Horror,Sci-Fi",6.3,8160
22816,movie,Fright,Fright,1956.0,68.0,"Film-Noir,Horror",4.7,170
22828,movie,The Gamma People,The Gamma People,1956.0,79.0,"Drama,Horror,Sci-Fi",5.3,645
22913,movie,Indestructible Man,Indestructible Man,1956.0,72.0,"Crime,Horror,Sci-Fi",4.3,2865
22915,movie,Invasion of the Body Snatchers,Invasion of the Body Snatchers,1956.0,80.0,"Drama,Horror,Sci-Fi",7.7,49711
22919,movie,It Conquered the World,It Conquered the World,1956.0,71.0,"Horror,Sci-Fi",4.9,2428
22966,movie,The Body Snatcher,Ladrón de cadáveres,1957.0,80.0,"Horror,Sci-Fi,Thriller",6.6,182
22967,movie,Lust of the Vampire,I vampiri,1957.0,82.0,Horror,6.5,1682
22997,movie,Man Beast,Man Beast,1956.0,67.0,"Horror,Sci-Fi",4.3,555
23036,movie,The Mole People,The Mole People,1956.0,77.0,"Adventure,Fantasy,Horror",5.0,3548
23112,movie,"The Phantom from 10,000 Leagues","The Phantom from 10,000 Leagues",1955.0,81.0,"Horror,Sci-Fi",3.6,1777
23113,movie,Pharaoh's Curse,Pharaoh's Curse,1957.0,66.0,Horror,4.7,635
23135,movie,The Quatermass Xperiment,The Quatermass Xperiment,1955.0,82.0,"Horror,Sci-Fi",6.6,6316
23234,movie,Rodan,Sora no daikaijû Radon,1956.0,82.0,"Horror,Sci-Fi",6.2,5279
23356,movie,The Werewolf,The Werewolf,1956.0,79.0,"Horror,Sci-Fi",5.9,1569
23377,movie,X the Unknown,X the Unknown,1956.0,81.0,"Horror,Sci-Fi",6.1,2932
23378,movie,Cry of the Bewitched,Yambaó,1957.0,85.0,"Horror,Thriller",3.6,199
23410,movie,The Abominable Snowman,The Abominable Snowman,1957.0,91.0,"Adventure,Horror",6.4,4307
23447,movie,The Astounding She-Monster,The Astounding She-Monster,1957.0,62.0,"Crime,Horror,Sci-Fi",3.6,982
23450,movie,The Vampire's Coffin,El ataúd del Vampiro,1958.0,80.0,"Horror,Mystery,Thriller",5.7,588
23451,movie,Attack of the Crab Monsters,Attack of the Crab Monsters,1957.0,63.0,"Horror,Sci-Fi",4.9,3381
23458,movie,Back from the Dead,Back from the Dead,1957.0,79.0,Horror,5.2,186
23475,movie,Beginning of the End,Beginning of the End,1957.0,76.0,"Horror,Sci-Fi",3.9,2519
23492,movie,The Black Scorpion,The Black Scorpion,1957.0,88.0,"Horror,Sci-Fi",5.4,2975
23495,movie,Blood of Dracula,Blood of Dracula,1957.0,69.0,Horror,4.5,1312
23501,movie,The Brain from Planet Arous,The Brain from Planet Arous,1957.0,71.0,"Action,Adventure,Horror",5.2,1614
23519,movie,El castillo de los monstruos,El castillo de los monstruos,1958.0,90.0,"Comedy,Fantasy,Horror",6.4,87
23520,movie,Cat Girl,Cat Girl,1957.0,76.0,Horror,5.4,549
23558,movie,The Curse of Frankenstein,The Curse of Frankenstein,1957.0,82.0,"Horror,Sci-Fi,Thriller",7.0,11204
23559,movie,The Cyclops,The Cyclops,1957.0,66.0,"Horror,Sci-Fi",4.4,1037
23569,movie,Daughter of Dr. Jekyll,Daughter of Dr. Jekyll,1957.0,71.0,"Fantasy,Horror",5.4,581
23571,movie,The Deadly Mantis,The Deadly Mantis,1957.0,79.0,"Family,Horror,Sci-Fi",5.1,3754
23580,movie,Dendam Pontianak,Dendam Pontianak,1957.0,,Horror,4.6,11
23592,movie,The Disembodied,The Disembodied,1957.0,66.0,Horror,4.8,270
23646,movie,Fiend Without a Face,Fiend Without a Face,1958.0,77.0,"Horror,Sci-Fi",6.1,4129
23663,movie,From Hell It Came,From Hell It Came,1957.0,71.0,"Horror,Sci-Fi",3.8,1838
23680,movie,The Giant Claw,The Giant Claw,1957.0,75.0,"Fantasy,Horror,Sci-Fi",4.5,3971
23716,movie,Half Human,Half Human: The Story of the Abominable Snowman,1958.0,63.0,"Horror,Sci-Fi",3.8,420
23748,movie,El hombre que logró ser invisible,El hombre que logró ser invisible,1958.0,96.0,"Fantasy,Horror,Sci-Fi",5.6,87
23758,movie,I Was a Teenage Werewolf,I Was a Teenage Werewolf,1957.0,76.0,"Drama,Fantasy,Horror",5.1,2646
23759,movie,I Was a Teenage Frankenstein,I Was a Teenage Frankenstein,1957.0,74.0,"Horror,Sci-Fi",5.2,935
23762,movie,The Incredible Shrinking Man,The Incredible Shrinking Man,1957.0,81.0,"Horror,Sci-Fi",7.6,18075
23766,movie,Invasion of the Saucer Men,Invasion of the Saucer Men,1957.0,69.0,"Family,Horror,Sci-Fi",5.3,1920
23813,movie,Kronos,Kronos,1957.0,78.0,"Action,Drama,Horror",5.7,1838
23843,movie,The Living Idol,The Living Idol,1957.0,100.0,"Adventure,Drama,Horror",5.2,281
23856,movie,Hanged Man's Soul Against the Black Whip,El ánima del ahorcado contra el latigo negro,1959.0,80.0,"Action,Adventure,Horror",3.7,25
23864,movie,The Curse of the Aztec Mummy,La maldición de la momia azteca,1957.0,65.0,Horror,3.9,368
23867,movie,The Man Who Turned to Stone,The Man Who Turned to Stone,1957.0,71.0,"Horror,Sci-Fi",5.2,356
23868,movie,The Man Without a Body,The Man Without a Body,1957.0,80.0,"Horror,Sci-Fi",4.7,313
23898,movie,Mysteries of Black Magic,Misterios de la magia negra,1958.0,86.0,"Drama,Horror,Mystery",6.0,76
23902,movie,The Robot vs. The Aztec Mummy,La momia azteca contra el robot humano,1958.0,65.0,"Horror,Sci-Fi",2.4,2662
23903,movie,The Aztec Mummy,La momia azteca,1957.0,80.0,Horror,4.6,287
23905,movie,The Monolith Monsters,The Monolith Monsters,1957.0,77.0,"Drama,Horror,Sci-Fi",6.4,3454
23907,movie,The Monster That Challenged the World,The Monster That Challenged the World,1957.0,84.0,"Horror,Sci-Fi,Thriller",5.7,2733
23908,movie,Monster from Green Hell,Monster from Green Hell,1957.0,71.0,"Horror,Sci-Fi",3.6,1155
23941,movie,Curse of the Demon,Night of the Demon,1957.0,95.0,"Fantasy,Horror,Mystery",7.4,13747
23943,movie,It Was Not in Vain,Nije bilo uzalud,1957.0,97.0,"Crime,Drama,Horror",7.1,70
23950,movie,Not of This Earth,Not of This Earth,1957.0,67.0,"Horror,Sci-Fi",6.2,1906
23951,movie,The Hunchback of Notre Dame,Notre-Dame de Paris,1956.0,115.0,"Drama,Horror",6.6,2758
24003,movie,Pontianak,Pontianak,1957.0,110.0,Horror,5.2,11
24023,movie,Quatermass 2,Quatermass 2,1957.0,85.0,"Horror,Sci-Fi",6.8,3997
24037,movie,The Revenge of Frankenstein,The Revenge of Frankenstein,1958.0,90.0,"Horror,Sci-Fi",6.8,5421
24072,movie,Se los chupó la bruja,Se los chupó la bruja,1958.0,85.0,"Comedy,Crime,Horror",5.3,29
24083,movie,The She-Creature,The She-Creature,1956.0,77.0,"Fantasy,Horror,Romance",3.8,1773
24084,movie,She Devil,She Devil,1957.0,77.0,"Crime,Horror,Sci-Fi",5.6,430
24123,movie,Spook Chasers,Spook Chasers,1957.0,62.0,"Comedy,Crime,Horror",5.4,241
24135,movie,The Strange World of Planet X,The Strange World of Planet X,1958.0,75.0,"Drama,Horror,Sci-Fi",4.8,1194
24167,movie,Teenage Monster,Teenage Monster,1957.0,65.0,"Horror,Sci-Fi,Western",3.6,346
24168,movie,Teenage Zombies,Teenage Zombies,1959.0,73.0,"Horror,Sci-Fi",3.0,1114
24210,movie,The Undead,The Undead,1957.0,71.0,"Fantasy,Horror",4.6,2244
24216,movie,The Unearthly,The Unearthly,1957.0,73.0,"Horror,Sci-Fi",3.2,1783
24219,movie,The Unknown Terror,The Unknown Terror,1957.0,77.0,"Horror,Sci-Fi",4.9,332
24229,movie,The Vampire,The Vampire,1957.0,75.0,"Horror,Sci-Fi,Thriller",5.8,1151
24230,movie,El vampiro,El vampiro,1957.0,95.0,"Horror,Mystery,Thriller",7.0,904
24248,movie,Voodoo Island,Voodoo Island,1957.0,76.0,Horror,4.6,849
24249,movie,Voodoo Woman,Voodoo Woman,1957.0,77.0,"Horror,Sci-Fi",4.0,572
24274,movie,The Woman Eater,Womaneater,1958.0,70.0,"Horror,Sci-Fi",4.5,590
24294,movie,El Zorro Escarlata,El Zorro Escarlata,1959.0,,Horror,5.3,14
24327,movie,Anak Pontianak,Anak Pontianak,1958.0,103.0,Horror,4.8,21
24346,movie,Attack of the 50 Foot Woman,Attack of the 50 Foot Woman,1958.0,65.0,"Horror,Sci-Fi",5.0,5583
24347,movie,Attack of the Puppet People,Attack of the Puppet People,1958.0,79.0,"Horror,Sci-Fi",5.2,2596
24375,movie,The H-Man,Bijo to ekitai ningen,1958.0,86.0,"Crime,Horror,Sci-Fi",6.0,1447
24379,movie,The Blob,The Blob,1958.0,86.0,"Horror,Sci-Fi",6.3,26364
24381,movie,Sumpah Pontianak,Sumpah Pontianak,1958.0,86.0,Horror,5.2,22
24382,movie,Blood of the Vampire,Blood of the Vampire,1958.0,87.0,"Horror,Sci-Fi",5.5,1247
24392,movie,The Brain Eaters,The Brain Eaters,1958.0,61.0,"Horror,Sci-Fi",4.3,1550
24394,movie,The Bride and the Beast,The Bride and the Beast,1958.0,78.0,"Adventure,Horror,Mystery",3.4,545
24437,movie,The Colossus of New York,The Colossus of New York,1958.0,70.0,"Horror,Sci-Fi",5.8,1115
24454,movie,Curse of the Faceless Man,Curse of the Faceless Man,1958.0,67.0,"Adventure,Horror,Sci-Fi",4.8,1115
24459,movie,Varan,Daikaijû Baran,1958.0,87.0,"Horror,Sci-Fi",5.4,693
24477,movie,Devil's Partner,Devil's Partner,1960.0,73.0,Horror,5.1,464
24483,movie,Corridors of Blood,Corridors of Blood,1958.0,86.0,"Crime,Horror,Thriller",6.4,2058
24491,movie,Horror of Dracula,Dracula,1958.0,82.0,"Drama,Horror",7.2,24946
24503,movie,Lake of the Dead,De dødes tjern,1958.0,76.0,"Horror,Mystery,Thriller",6.9,2169
24504,movie,The Spider,Earth vs the Spider,1958.0,73.0,"Family,Horror,Sci-Fi",4.6,3074
24510,movie,The Electronic Monster,Escapement,1958.0,80.0,"Crime,Horror,Mystery",4.5,187
24531,movie,Fantasmi e ladri,Fantasmi e ladri,1959.0,101.0,"Comedy,Crime,Horror",6.1,27
24541,movie,The Flame Barrier,The Flame Barrier,1958.0,70.0,"Horror,Sci-Fi",4.7,196
24545,movie,The Fly,The Fly,1958.0,94.0,"Drama,Horror,Sci-Fi",7.1,23220
24550,movie,Frankenstein 1970,Frankenstein 1970,1958.0,83.0,"Horror,Sci-Fi",4.9,1326
24551,movie,Frankenstein's Daughter,Frankenstein's Daughter,1958.0,85.0,"Horror,Romance,Sci-Fi",4.2,1112
24571,movie,Giant from the Unknown,Giant from the Unknown,1958.0,78.0,"Drama,Horror",4.5,789
24591,movie,The Living Coffin,El grito de la muerte,1959.0,72.0,"Horror,Mystery,Thriller",5.3,196
24610,movie,The Haunted Strangler,Grip of the Strangler,1958.0,78.0,"Crime,Horror,Mystery",6.2,1658
24631,movie,El hombre y el monstruo,El hombre y el monstruo,1959.0,78.0,Horror,6.1,289
24642,movie,House on Haunted Hill,House on Haunted Hill,1959.0,75.0,"Crime,Horror,Mystery",6.8,27240
24644,movie,How to Make a Monster,How to Make a Monster,1958.0,73.0,"Horror,Sci-Fi",5.5,1309
24653,movie,I Bury the Living,I Bury the Living,1958.0,77.0,Horror,6.3,2939
24654,movie,I Married a Monster from Outer Space,I Married a Monster from Outer Space,1958.0,78.0,"Horror,Sci-Fi",6.3,2798
24677,movie,It! The Terror from Beyond Space,It! The Terror from Beyond Space,1958.0,69.0,"Horror,Sci-Fi,Thriller",6.0,5782
24687,movie,El jinete sin cabeza,El jinete sin cabeza,1957.0,91.0,"Horror,Mystery,Western",5.9,52
24716,movie,Phantom Carriage,Körkarlen,1958.0,109.0,"Drama,Fantasy,Horror",6.7,86
24750,movie,La Llorona,La Llorona,1960.0,75.0,"Drama,Fantasy,Horror",6.2,111
